"TIME";"DSC_ERROR_LEVEL";"MESSAGE";"DETAILS_ERROR";"DSC_ERROR_TYPE";"GUID_PROCESS_EXECUTION";"GUID_PROCESS_ERROR"
"09/10/2014, 15:55:21:861";"Trace";"Get execution parameter: cfnc_region; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"9AF7267CFEB048E68F1FA3BF01275B89"
"09/10/2014, 15:55:21:878";"Trace";"Get execution parameter: cfnc_system; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"CF52F7B4E1D24002923CA3BF01275B8E"
"09/10/2014, 15:55:21:883";"Trace";"Get execution parameter: cfnc_date; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"280BAED50F364483B954A3BF01275B8E"
"09/10/2014, 15:55:21:903";"Trace";"Get execution parameter: cfnc_time; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"C6E130870FA3471095A7A3BF01275B92"
"09/10/2014, 15:55:21:917";"Trace";"Get execution parameter: cfnc_country; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"920EAE9B1FC844DCBBE6A3BF01275B97"
"09/10/2014, 15:55:21:922";"Trace";"Get execution parameter: cfnc_cuid; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"26C079140D2540C7A437A3BF01275B97"
"09/10/2014, 15:55:22:078";"Trace";"Get execution parameter: cfnc_paygroup; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"72AA84484698412DB9E7A3BF01275BC6"
"09/10/2014, 15:55:22:098";"Trace";"Get execution parameter: cfnc_sequence; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"BE38F72DC0224758A0E3A3BF01275BCF"
"09/10/2014, 15:55:22:114";"Trace";"Get execution parameter: cfnc_ftype; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"97E54F41E3844BAD85C9A3BF01275BD4"
"09/10/2014, 15:55:22:125";"Trace";"Get execution parameter: cfnc_local_name; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"171DCE401E3541BA9F2AA3BF01275BD4"
"09/10/2014, 15:55:22:139";"Trace";"Get execution parameter: cfnc_extension; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"B3C3E65039F54167B0F4A3BF01275BD9"
"09/10/2014, 15:55:22:171";"Trace";"Get execution parameter: cfnc_pid; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"3CB752AB4B3B45E09E25A3BF01275BE2"
"09/10/2014, 15:55:22:188";"Trace";"Get execution parameter: cfnc_bpm_errors_id; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"3BB109AEF6D742EE9388A3BF01275BE7"
"09/10/2014, 15:55:22:208";"Trace";"Get execution parameter: cfnc_lid; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"E6B6E9C2790A408CBFC3A3BF01275BF0"
"09/10/2014, 15:55:22:227";"Trace";"Get execution parameter: cfnc_barcode; Value: ";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"986EB865790444DCBD02A3BF01275BF5"
"09/10/2014, 15:55:22:255";"Trace";"Resolving parameter: file_name; with value: EP2_010295_20141009_155515_IE005802_A80200_0000SIF_00071_FILE_MainSIFSignOff.txt;";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"2E88C69C669B4579806BA3BF01275BFE"
"09/10/2014, 15:55:22:273";"Debug";"Calling send alert for generator Adp.Streamline.ProductionLine.Domain.InputNCInfoAdapterCommandEvents for 0 event(s) and 2 parameter(s)";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"49183A03462D47C3AAA1A3BF01275C03"
"09/10/2014, 15:55:22:282";"Info";"End step 2 execution successfully";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"689AF703066F4C27ADC8A3BF01275C07"
"09/10/2014, 15:55:22:332";"Info";">> Begin execution step: 12410127F50847F5A9FCA3BF01275711; with order: 3";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"9A65D90F1EDF45A29CD1A3BF01275C15"
"09/10/2014, 15:55:22:344";"Debug";"Command: 5387E9079B9C4ED4A4289F3A885F34D8; Name: Perform naming validation";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"E7E00AEAA3424E7E88D5A3BF01275C15"
"09/10/2014, 15:55:22:362";"Debug";"Registering parameters for step 12410127F50847F5A9FCA3BF01275711";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"7A816336E9AA4DCFAC6EA3BF01275C1F"
"09/10/2014, 15:55:22:380";"Trace";"Set default parameter: pipeline_id; with value: CCF90E27DBD04F509C995D876DA9C944";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"935C07713A3A43898251A3BF01275C24"
"09/10/2014, 15:55:22:392";"Trace";"Set default parameter: tid; with value: 010295";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"622BBF6BDE6641AFB063A3BF01275C28"
"09/10/2014, 15:55:22:403";"Trace";"Set default parameter: side; with value: Client";"";"Technical";"CCF90E27DBD04F509C995D876DA9C944";"F4C97BBB12E04E48B287A3BF01275C28"
